"IDENTIFIER","IDN_TRB_NM","TRIBE_AFFILIATION","LGC_ID"
YgwzuiNq25,Big Pine Paiute Tribe/Owens Valley ,Paiute                                  ,"0264"
Y620boFq25,Fort Independence Ind Com/Paiute In,Paiute                                  ,"0264"
"22Y71jrq25",Las Vegas Trb/Paiute Inds/Las Vegas,Paiute                                  ,"0264"
"23imL2Nq25",Shoshone-Paiute Trbs/Duck ValleyRes,Paiute                                  ,"0264"
"5znXPT1q25",Utu Utu Gwaitu Paiute Trb/Benton Pa,Paiute                                  ,"0264"
"6m4yreJOwQ",Pamunkey Indian Tribe              ,Pamunkey                                ,"0473"
EAqlczEN5g,Pamunkey Indian Tribe              ,Pamunkey                                ,"0473"
RABdhYRq25,Tohono O'odham Nation of Arizona   ,Papago                                  ,"0372"
"3tzkotD5E4",Ak Chin Indian Community           ,Papago                                  ,"0372"
aoVn6Trq25,Ak-Chin Indian Community           ,Papago                                  ,"0372"
"6oO4sSqN5g",Passamaquoddy Tribe: Pleasant Point,Passamaquoddy                           ,"0373"
KatSnVH6ry,Passamaquoddy Tribe:Indian Township,Passamaquoddy                           ,"0373"
apgSPmNq25,Pawnee Nation of Oklahoma          ,Pawnee                                  ,"0374"
dFhkFzvq25,Pedro Bay Village                  ,Pedro                                   ,"0156"
dYSPEm7q25,Penobscot Nation                   ,Penobscot                               ,"0375"
drD4DYJq25,Peoria Tribe of Indians of Oklahoma,Peoria                                  ,"0376"
FxAW7Ulq25,Mashantucket Pequot Indian Tribe   ,Pequot                                  ,"0450"
LhlF4aZq25,Native Village of Perryville       ,Perryville                              ,"0157"
e9xjCKVq25,Petersburg Indian Association      ,Petersburg                              ,"0158"
M0Vu3Mlq25,Native Village of Paimiut          ,Piamuit                                 ,"0079"
MJGZ28xq25,Native Village of Pilot Point      ,Pilot Point                             ,"0159"
fMyN7RHq25,Pilot Station Traditional Village  ,Pilot Station                           ,"0160"
UmvP8Ydq25,Salt River Pima-Maricopa Ind Com/Sa,Pima                                    ,"0378"
GFd0lwpq25,Gila River Indian Community        ,Pima                                    ,"0378"
hmzexepq25,Pit River Tribe                    ,Pit River                               ,"0265"
HU6UKgFq25,Susanville Indian Rancheria        ,Pit River                               ,"0265"
"37IeIDq37T",Round Valley Ind Trbs/RoundValleyRe,Pit River                               ,"0265"
U9f5D3Tq25,Alturas Indian Rancheria           ,Pit River                               ,"0265"
Pe8ATLLq25,Redding Rancheria                  ,Pit River                               ,"0265"
OQXBtaJq25,Pitka's Point Traditional Council  ,Pitka's Point                           ,"0191"
i5kJwR1q25,Platinum Traditional Village       ,Platinum                                ,"0161"
OjHqsMVq25,Native Village of Point Hope       ,Point Hope                              ,"0162"
PKnAputq25,Native Village of Port Lay         ,Point Lay                               ,"0163"
"37IeIDq37T",Round Valley Ind Trbs/RoundValleyRe,Pomo                                    ,"0266"
dqKZEZvq25,Kashia Bnd/Pomo Inds/Stewarts Point,Pomo                                    ,"0266"
cvUFdb5q25,Big Valley Bnd/Pomo Inds/Big Valley,Pomo                                    ,"0266"
"7B3BMd1q25",Elem Ind Colony/Pomo Inds/Sulphur B,Pomo                                    ,"0266"
"6kWngIc37T",Manchester Bnd/Pomo Inds/Manchester,Pomo                                    ,"0266"
"56U19SX9lV",Koi Nation of Northern California  ,Pomo                                    ,"0266"
feGCSapq25,Cahto Indians/Laytonville Rancheria,Pomo                                    ,"0266"
ffj26DTq25,Pinoleville Pomo Nation            ,Pomo                                    ,"0266"
i4Zed8Vq25,Dry Creek Rancheria Band/Pomo Inds ,Pomo                                    ,"0266"
fg1CQXbq25,Scotts Valley Band/Pomo Indians/CA ,Pomo                                    ,"0266"
FwaBSqVq25,Cloverdale Rancheria of Pomo Ind/CA,Pomo                                    ,"0266"
LhT4kGRq25,Middletown Rancheria of Pomo Indian,Pomo                                    ,"0266"
LOQFRA7q25,Guidiville Rancheria of California ,Pomo                                    ,"0266"
O7Xl5dd9lV,Federated Indians Graton Rancheria ,Pomo                                    ,"0266"
Qr8oOS7q25,Robinson Rancheria                 ,Pomo                                    ,"0266"
TrUksvXq25,Hopland Band of Pomo Indians       ,Pomo                                    ,"0266"
QCm4gSJ37T,Mishewal Wappo                     ,Pomo                                    ,"0266"
PwspS7Xq25,Redwood Valley Bnd/Pomo Ind/Redwood,Pomo                                    ,"0266"
YzzpDohq25,Coyote Valley Band/Pomo Indians/CA ,Pomo                                    ,"0266"
"19Ad4Nfq25",Potter Valley Tribe                ,Pomo                                    ,"0266"
"0FCoSNDq25",Sherwood Valley Rancheria/Pomo Ind/,Pomo                                    ,"0266"
"2yGvbh5q25",Habematolel Pomo of Upper Lake     ,Pomo                                    ,"0266"
CctFKwdq25,Lytton Rancheria of California     ,Pomo                                    ,"0266"
kVlbmeZq25,Ponca Tribe of Nebraska            ,Ponca                                   ,"0379"
kD0wnsNq25,Ponca Tribe of Indians of Oklahoma ,Ponca                                   ,"0379"
"2V3LEGfCyw",Ponca Tribe of Nebraska            ,Ponca                                   ,"0379"
"0Eue835q25",Native Village of Port Graham      ,Port Graham                             ,"0164"
P22Vr8hq25,Native Village of Port Heiden      ,Port Heiden                             ,"0165"
PdXpoh5q25,Native Village of Port Lions       ,Port Lions                              ,"0166"
"0XfJ6pHq25",Portage Creek Village (Ohgsenakale),Portage Creek                           ,"0049"
ihFdtzPq25,Pokagon Band of Potawatomi Indians ,Potawatomi                              ,"0380"
Ccb50cVq25,Forest County Potawatomi Community ,Potawatomi                              ,"0380"
InL7OdT9lV,Match-e-be-nash-she-wish Band/Potaw,Potawatomi                              ,"0380"
MWGw6dj9lV,Nottawaseppi Huron Band/Potowatomi ,Potawatomi                              ,"0380"
"1RvI39rq25",Prairie Band of Potawatomi Nation  ,Potawatomi                              ,"0380"
"3PzvvSJ5E4",Hannahville Indian Community       ,Potawatomi                              ,"0380"
"2qCRTGh9lV",Citizen Potawatomi Nation          ,Potawatomi                              ,"0380"
"5zDCkolq25",Pueblo of Laguna                   ,Pueblo                                  ,"0381"
ApFmRFrq25,Pueblo of Picuris                  ,Pueblo                                  ,"0381"
CdlkJv1q25,Pueblo of San Ildefonso            ,Pueblo                                  ,"0381"
Fy316T9q25,Pueblo of Sandia                   ,Pueblo                                  ,"0381"
FfIM7gxq25,Ohkay Owingeh                      ,Pueblo                                  ,"0381"
CL15L8pq25,Pueblo of San Felipe               ,Pueblo                                  ,"0381"
GGng5FLq25,Pueblo of Santa Ana                ,Pueblo                                  ,"0381"
HB3f1Zvq25,Pueblo of Taos                     ,Pueblo                                  ,"0381"
HToK0M7q25,Pueblo of Tesuque                  ,Pueblo                                  ,"0381"
GZYL41Xq25,Pueblo of Santa Clara              ,Pueblo                                  ,"0381"
GsJ02njq25,Kewa Pueblo                        ,Pueblo                                  ,"0381"
Jb4wrnTq25,Pueblo of Zia                      ,Pueblo                                  ,"0381"
JtpbqZfq25,Zuni Tribe of the Zuni Reservation ,Pueblo                                  ,"0381"
"7UyVehjq25",Pueblo of Nambe                    ,Pueblo                                  ,"0381"
YQXfYXDq25,Ysleta del Sur Pueblo              ,Pueblo                                  ,"0381"
"23Qc0iFq25",Pueblo of Acoma                    ,Pueblo                                  ,"0381"
"2MBGzURq25",Pueblo of Cochiti                  ,Pueblo                                  ,"0381"
"2xgax2pq25",Pueblo of Jemez                    ,Pueblo                                  ,"0381"
"2evvyGdq25",Pueblo of Isleta                   ,Pueblo                                  ,"0381"
B80RQ23q25,Pueblo of Pojoaque                 ,Pueblo                                  ,"0381"
KCaGpLrq25,Puyallup Tribe/Puyallup Reservation,Puyallup                                ,"0382"
L6qFlgRq25,Qawalangin Tribe of Unalaska       ,Qawalangin                              ,"0213"
LPaukSdq25,Quapaw Nation                      ,Quapaw                                  ,"0383"
M16Ei11q25,Quechan Tribe/Fort Yuma Indian Res.,Quechan                                 ,"0385"
MJqtgnDq25,Quileute Tribal/Quileute Reservatio,Quileute                                ,"0386"
OR7WYEZq25,Quinault Indian Nation             ,Quinault                                ,"0387"
P2cqVmxq25,Rampart Village                    ,Rampart                                 ,"0168"
KQ49FtnOwQ,"Rappahannock Tribe, Inc.           ",Rappahannock                            ,"0478"
JbfHWRjq25,Village of Red Devil               ,Red Devel                               ,"0169"
QqYTjnrq25,Native Village of Ruby             ,Ruby                                    ,"0170"
kW3m6yhq25,Port Gamble SKlallam Tribe        ,S'Klallam                               ,"0388"
aDIdTFbq25,Jamestown S'Klallam Tribe          ,S'Klallam                               ,"0388"
BidGOc3q25,Lower Elwha Tribal Community       ,S'Klallam                               ,"0388"
UBQ5B0Fq25,Sac & Fox Tribe/Mississippi in Iowa,Sac & Fox                               ,"0389"
TsfQCE3q25,Sac & Fox Nation of MO in KS & NE  ,Sac & Fox                               ,"0389"
TZulDRrq25,Sac & Fox Nation of Oklahoma       ,Sac & Fox                               ,"0389"
JuPwVDvq25,Salamatof Tribe                    ,Salamatof                               ,"0097"
U9xFXNbq25,Confederated Salish&Kootenai Trbs/F,Salish                                  ,"0390"
Ig5EKOfCyw,Samish Indian Nation               ,Samish                                  ,"0452"
Ko5amuFq25,Qagun Tayagungin Tribe/Sand Point  ,Sand Point                              ,"0172"
eAFtWedq25,Sauk-Suiattle Indian Tribe         ,Sauk-Suiattle                           ,"0391"
R9J8ia3q25,Native Village of Savoonga         ,Savoonga                                ,"0174"
R9bJ2uBq25,Organized Village of Saxman        ,Saxman                                  ,"0099"
dquttEBq25,Native Village of Scammon Bay      ,Scammon Bay                             ,"0175"
e9fYs0Nq25,Native Village of Selawik          ,Selawik                                 ,"0176"
hnHpHyxq25,Seldovia Village Tribe             ,Seldovia                                ,"0177"
iOn9FXLq25,Seminole Tribe of Florida          ,Seminole                                ,"0392"
i62UGl9q25,The Seminole Nation of Oklahoma    ,Seminole                                ,"0392"
jHI8Dv9q25,Cayuga Nation                      ,Seneca                                  ,"0393"
ihXoEJXq25,Seneca Nation of Indians           ,Seneca                                  ,"0393"
j0ITD5jq25,Seneca-Cayuga Nation               ,Seneca                                  ,"0393"
THSGYznq25,Tonawanda Band of Seneca           ,Seneca                                  ,"0393"
VhBO4tDq25,San Manuel Band of Mission Indians ,Serrano                                 ,"0267"
jJ38Brvq25,Shageluk Native Village            ,Shageluk                                ,"0178"
eSQDqmZq25,Native Village of Shaktoolik       ,Shaktoolik                              ,"0179"
TrUksvXq25,Hopland Band of Pomo Indians       ,Shanel                                  ,"0268"
LiLZjEpq25,Quartz Valley Ind Com/Quartz Valley,Shasta                                  ,"0269"
KTs6AVPq25,Confederated Trbs/Grande Ronde Com/,Shasta                                  ,"0269"
J1EvcbX6ry,Eastern Shawnee Tribe of OK        ,Shawnee                                 ,"0394"
O1RuWXcN5g,Shawnee Tribe                      ,Shawnee                                 ,"0394"
"5y2XRWFq25",Eastern Shawnee Tribe of Oklahoma  ,Shawnee                                 ,"0394"
QxPeTV16ry,Absentee-Shawnee Tribe/Indians/OK  ,Shawnee                                 ,"0394"
elAspYlq25,Native Village of Nunam Iqua       ,Sheldon's Point                         ,"0180"
KhcVTaxFht,Shinnecock Indian Nation           ,Shinnecock                              ,"0469"
f3vXoKxq25,Native Village of Shishmaref       ,Shishmaref                              ,"0181"
"0qi8Pvbq25",Shoalwater Bay Ind Trb/Shoalwater B,Shoalwater                              ,"0395"
TrUksvXq25,Hopland Band of Pomo Indians       ,Shokowa                                 ,"0270"
VO8Ylmtq25,Lone Pine Paiute-Shoshone Tribe    ,Shoshone                                ,"0271"
elT39stq25,Fort McDermitt Tribal Council      ,Shoshone                                ,"0271"
eSiOB6hq25,Ely Shoshone Tribe of Nevada       ,Shoshone                                ,"0271"
"9tp8Bclq25",Ely Shoshone Tribe of Nevada       ,Shoshone                                ,"0271"
"7VGfz1rq25",South Fork Band                    ,Shoshone                                ,"0271"
"7mYVKBPq25",Elko Band                          ,Shoshone                                ,"0271"
cvmPxvDq25,Timbisha Shoshone Tribe            ,Shoshone                                ,"0271"
BiL64Hvq25,Paiute-Shoshone Tribe/Fallon Res.  ,Shoshone                                ,"0271"
Fe7goORq25,Fort McDermitt Paiute&Shoshone Trb/,Shoshone                                ,"0271"
F2cMqq3q25,Shoshone-Bannock Trbs/Fort Hall Res,Shoshone                                ,"0271"
IpaDKTP6ry,Te-Moak Tribe of Western Shoshone  ,Shoshone                                ,"0271"
KV2lTnvq25,Northwestern Band/Shoshoni Nation  ,Shoshone                                ,"0271"
PxWYdjL6ry,Te-Moak Tribe of Western Shoshone  ,Shoshone                                ,"0271"
LzE82wJ6ry,Winnemucca Indian Colony of Nevada ,Shoshone                                ,"0271"
QFdUQtjq25,Reno-Sparks Indian Colony          ,Shoshone                                ,"0271"
QYyU4KBq25,Winnemucca Tribal Council          ,Shoshone                                ,"0271"
P3DBARDq25,Wells Band                         ,Shoshone                                ,"0271"
YgwzuiNq25,Big Pine Paiute Tribe/Owens Valley ,Shoshone                                ,"0271"
V5Ntn0hq25,Bishop Paiute Tribe                ,Shoshone                                ,"0271"
Y7UqFQtq25,Te-Moak Tribe of Western Shoshone  ,Shoshone                                ,"0271"
ZISJsGlq25,Battle Mountain Band               ,Shoshone                                ,"0271"
Y7n0Zl1q25,Yomba Shoshone Tribe/Yomba Res     ,Shoshone                                ,"0271"
"1ky7MGBq25",Ely Shoshone Tribe of Nevada       ,Shoshone                                ,"0271"
"2MTRJoZq25",Duckwater Shoshone Trb/DuckwaterRes,Shoshone                                ,"0271"
"23imL2Nq25",Shoshone-Paiute Trbs/Duck ValleyRes,Shoshone                                ,"0271"
"1SDSNTzq25",Eastern Shoshone Trb/Wind River Res,Shoshone                                ,"0271"
S8clYWmq25,Ely Shoshone Tribe of Nevada       ,Shoshone                                ,"0271"
F2cMqq3q25,Shoshone-Bannock Trbs/Fort Hall Res,Shoshone-Bannock                        ,"0453"
fMgCn79q25,Native Village of Shungnak         ,Shungnak                                ,"0182"
KTs6AVPq25,Confederated Trbs/Grande Ronde Com/,Siletz                                  ,"0399"
"2xylHMxq25",Confederated Trbs/Siletz Inds/OR   ,Siletz                                  ,"0399"
"55XYT8Rq25",Upper Sioux Community              ,Sioux                                   ,"0400"
drVEXsRq25,Santee Sioux Nation                ,Sioux                                   ,"0400"
fLnho8lq25,Spirit Lake Tribe                  ,Sioux                                   ,"0400"
kDJ78CVq25,Shakopee Mdewakanton Sioux Comm/MN ,Sioux                                   ,"0400"
B8IbkMBq25,Standing Rock Sioux Tribe/ND&SD    ,Sioux                                   ,"0400"
C1NvNOFq25,Lower Sioux Indian Community in MN ,Sioux                                   ,"0400"
C15l347q25,Flandreau Santee Sioux Tribe of SD ,Sioux                                   ,"0400"
LPIkQ8Vq25,Oglala Sioux Tribe                 ,Sioux                                   ,"0400"
UC0PpeVq25,Yankton Sioux Tribe of South Dakota,Sioux                                   ,"0400"
ZbV9BN5q25,Crow Creek River Sioux Trb/Crow Cre,Sioux                                   ,"0400"
VyB35idq25,Assiniboine&Sioux Trbs/Ft Peck Ind ,Sioux                                   ,"0400"
"2dT6Kdzq25",Cheyenne River Sioux Trb/Cheyenne R,Sioux                                   ,"0400"
"1kfx1w3q25",Prairie Island Ind Community in MN ,Sioux                                   ,"0400"
R9tTNEJq25,Rosebud Sioux Tribe/Rosebud Ind Res,Sioux                                   ,"0400"
"55FO8oJq25",Sisseton-Wahpeton Oyate/Lake Traver,Sioux                                   ,"0400"
BPsbPprq25,Lower Brule Sioux Trb/Lower BruleRe,Sioux                                   ,"0400"
"5O037aVq25",Sitka Tribe of Alaska              ,Sitka                                   ,"0183"
"5gki6Mhq25",Skagway Village                    ,Skaguay                                 ,"0184"
"5zVN58tq25",Skokomish Indian Tribe             ,Skokomish                               ,"0402"
KVvGSmJq25,Village of Sleetmute               ,Sleetmute                               ,"0185"
BT5FuhdCyw,Snoqualmie Indian Tribe            ,Snoqualmie                              ,"0454"
TrUksvXq25,Hopland Band of Pomo Indians       ,Sokow                                   ,"0272"
ffQrltLq25,Village of Solomon                 ,Solomon                                 ,"0186"
AE2co1bq25,Spokane Tribe/Spokane Reservation  ,Spokane                                 ,"0403"
AWnHmnnq25,Squaxin Island Trb/Squaxin Is. Res ,Squaxin Island                          ,"0404"
ApXwlZzq25,Saint George Island                ,St. George                              ,"0188"
hmhUdKhq25,Native Village of Saint Michael    ,St. Michael                             ,"0192"
TY9lFV5q25,Aleut Community of St. Paul Island ,St. Paul & St. George                   ,"0193"
BR3Gj8Nq25,Stebbins Community Association     ,Stebbins                                ,"0194"
i5S9c6tq25,Native Village of Stevens          ,Stevens                                 ,"0195"
FyLBQnHq25,Stillaguamish Tribe/Indians/WA     ,Stillaquamish                           ,"0405"
KofvRYVq25,Village of Stony River             ,Stoney River                            ,"0196"
GH5qPZTq25,Havasupai Tribe/the Havasupai Res  ,Sudai                                   ,"0406"
HBLpLu3q25,Suquamish Ind Trb/Port Madison Res ,Suquamish                               ,"0407"
JbN7C7bq25,Swinomish Indian Tribal Community  ,Swinomish                               ,"0408"
Yihzsf9q25,Santa Rosa Ind Com/Santa RosaRanche,Tachi                                   ,"0274"
M1OP2L9q25,Takotna Village                    ,Takotna                                 ,"0197"
iOCoat5q25,Native Village of Tanacross        ,Tanacross                               ,"0198"
igxTZfHq25,Native Village of Tanana           ,Tanana                                  ,"0199"
izi8YRTq25,Native Village of Tatitlek         ,Tatitlek                                ,"0200"
jISnXDfq25,Native Village of Tazlina          ,Tazlina                                 ,"0070"
PLffotHq25,Telida Village                     ,Telida                                  ,"0201"
jbDSVzrq25,Native Village of Teller           ,Teller                                  ,"0203"
jty7Um3q25,Native Village of Tetlin           ,Tetlin                                  ,"0204"
PxAzmRfq25,Three Affiliated Trbs/Fort Berthold,Three Affiliated Tribes                 ,"0456"
"2evvyGdq25",Pueblo of Isleta                   ,Tigua                                   ,"0457"
RATo1sZq25,Wrangell Cooperative Association   ,Tlingit & Haida                         ,"0087"
kBY7AFjq25,Central Cncl/Tlingit&Haida Ind Trbs,Tlingit & Haida                         ,"0087"
OkKDXidFkD,Haines (See Chilkoot Indian Assoc.),Tlingit Indian                          ,"0466"
ekaYAuVq25,Ketchikan Indian Community         ,Tlingit Indian                          ,"0466"
e9xjCKVq25,Petersburg Indian Association      ,Tlingit Indian                          ,"0466"
feYMmuxq25,Douglas Indian Association (IRA)   ,Tlingit Indian                          ,"0466"
kBY7AFjq25,Central Cncl/Tlingit&Haida Ind Trbs,Tlingit Indian                          ,"0466"
fM5s8Stq25,Klawock Cooperative Association    ,Tlingit Indian                          ,"0466"
AmEw6RvFkD,Klukwan (See Chilkat IndianVillag) ,Tlingit Indian                          ,"0466"
B6XbmPPq25,Chilkoot Ind Association (Haines)  ,Tlingit Indian                          ,"0466"
Dzq48EdFkD,Yakutat Tlingit Tribe              ,Tlingit Indian                          ,"0466"
AnmwndDq25,Chilkat Indian Village (Klukwan)   ,Tlingit Indian                          ,"0466"
Qpy959bq25,Hoonah Indian Association          ,Tlingit Indian                          ,"0466"
QFLK6Zbq25,Organized Village of Kake          ,Tlingit Indian                          ,"0466"
RATo1sZq25,Wrangell Cooperative Association   ,Tlingit Indian                          ,"0466"
R9bJ2uBq25,Organized Village of Saxman        ,Tlingit Indian                          ,"0466"
USPkBpfq25,Angoon Community Association       ,Tlingit Indian                          ,"0466"
SFXc21bFkD,Wrangell Cooperative Association   ,Tlingit Indian                          ,"0466"
"5gki6Mhq25",Skagway Village                    ,Tlingit Indian                          ,"0466"
ZIkUCatq25,Craig Tribal Association           ,Tlingit Indian                          ,"0466"
"5O037aVq25",Sitka Tribe of Alaska              ,Tlingit Indian                          ,"0466"
VhTYPDLq25,Traditional Village of Togiak      ,Togiak                                  ,"0205"
RABdhYRq25,Tohono O'odham Nation of Arizona   ,Tohono O'odham                          ,"0410"
kCimTYFq25,Native Village of Toksook Bay      ,Toksook Bay                             ,"0206"
"1jD7OJPq25",Cher-Ae Heights Ind Com/TrinidadRan,Tolowa                                  ,"0275"
"6b0h2hHq25",Tolowa Dee-ni' Nation              ,Tolowa                                  ,"0275"
"7TnqLPDq25",Elk Valley Rancheria               ,Tolowa                                  ,"0275"
dpkEZvfq25,Blue Lake Rancheria                ,Tolowa                                  ,"0275"
THSGYznq25,Tonawanda Band of Seneca           ,Tonawanda                               ,"0457"
UBiFVKNq25,Tonkawa Tribe of Indians/Oklahoma  ,Tonkawa                                 ,"0411"
KnD5nvrq25,"Metlakatla Ind Com, Annette Island ",Tsimshian Indian                        ,"0467"
YQFVED5q25,Tulalip Tribes of Washington       ,Tulalip                                 ,"0412"
Z1kpBlTq25,Tuluksak Native Community          ,Tuluksak                                ,"0207"
aXW85eRq25,Tunica-Biloxi Indian Tribe         ,Tunica-Biloxi                           ,"0413"
JhF0wsFq25,Native Village of Tuntutuliak      ,Tuntutuliak                             ,"0208"
"0EcTnixq25",Native Village of Tununak          ,Tununak                                 ,"0209"
ihpyYdfq25,Tuscarora Nation                   ,Tuscarora                               ,"0414"
jJLIWC3q25,Twin Hills Village                 ,Twin Hills                              ,"0210"
"0XN8mV9q25",Native Village of Tyonek           ,Tyonek                                  ,"0211"
kDbHSWdq25,Ugashik Village                    ,Ugashik                                 ,"0050"
kWLwRIpq25,Confederated Tribes/Umatilla Res   ,Umatilla                                ,"0415"
kWe6lcxq25,Umkumiut Native Village            ,Umkumiut                                ,"0139"
Y5jqHU7q25,Cow Creek Band/Umpqua Tribe/Indians,Umpqua                                  ,"0416"
Kmcl9Hbq25,"Confederated Trbs/Coos, Lower Umpqu",Umpqua                                  ,"0416"
Kmcl9Hbq25,"Confederated Trbs/Coos, Lower Umpqu",Umpqua & Siuslaw                        ,"0401"
"0q7nlHLq25",Native Village of Unalakleet       ,Unalakleet                              ,"0212"
"18sSk3Xq25",Native Village of Unga             ,Unga                                    ,"0173"
"5OIDRudq25",Upper Skagit Indian Tribe          ,Upper Skagit                            ,"0417"
"9vHxpFPq25",Southern Ute IndTrb/SouthernUte Res,Ute                                     ,"0418"
"19kxj1vq25",Ute Indian Tribe/Uintah & Ouray Res,Ute                                     ,"0418"
"5h2sQgpq25",Ute Mountain Ute Tribe             ,Ute                                     ,"0418"
"1Rd7ipjq25",Village of Venetie (See Nativ      ,Venetie                                 ,"0022"
fg1CQXbq25,Scotts Valley Band/Pomo Indians/CA ,Wailaki                                 ,"0278"
KmuvTbjq25,Grindstone Ind Rancheria/Wintun-Wai,Wailaki                                 ,"0278"
"37IeIDq37T",Round Valley Ind Trbs/RoundValleyRe,Wailaki                                 ,"0278"
M1gZMfHq25,Village of Wainwright              ,Wainwright                              ,"0215"
"1kNmhbvq25",Native Village of Wales            ,Wales                                   ,"0216"
A2QmS6scYf,Mashpee Wampanoag Tribe            ,Wampanoag                               ,"0419"
ORhrCspq25,Wampanoag Tribe/Gay Head (Aquinnah),Wampanoag                               ,"0419"
UShuW9nq25,Confederated Trbs/Warm Springs Res/,Warm Springs                            ,"0420"
UShuW9nq25,Confederated Trbs/Warm Springs Res/,Wasco                                   ,"0458"
UShuW9nq25,Confederated Trbs/Warm Springs Res/,Washoe                                  ,"0279"
QFdUQtjq25,Reno-Sparks Indian Colony          ,Washoe                                  ,"0279"
ifmoGMlq25,Washoe Tribe of Nevada & California,Washoe                                  ,"0279"
"238RgO7q25",Native Village of White Mountain   ,White Mountain                          ,"0218"
PxTA6lnq25,Wichita & Affiliated Tribes        ,Wichita                                 ,"0422"
QGDp5Xzq25,Winnebago Tribe of Nebraska        ,Winnebago                               ,"0423"
THA6Effq25,Yocha Dehe Wintun Nation           ,Wintun                                  ,"0282"
Ahra2nj5E4,Paskenta Band/Nomlaki Indians/CA   ,Wintun                                  ,"0282"
KmuvTbjq25,Grindstone Ind Rancheria/Wintun-Wai,Wintun                                  ,"0282"
fLVXTodq25,Cachil DeHe Band/Wintun Ind/Colusa ,Wintun                                  ,"0282"
Pe8ATLLq25,Redding Rancheria                  ,Wintun                                  ,"0282"
V4DETiBq25,Kletsel Dehe Band of Wintun Indians,Wintun                                  ,"0282"
"37IeIDq37T",Round Valley Ind Trbs/RoundValleyRe,Wintun                                  ,"0282"
ZbCyr2xq25,Bear River Band/Rohnerville Ranch. ,Wiyot                                   ,"0283"
KVd68SBq25,Wiyot Tribe                        ,Wiyot                                   ,"0283"
dpkEZvfq25,Blue Lake Rancheria                ,Wiyot                                   ,"0283"
RATo1sZq25,Wrangell Cooperative Association   ,Wrangell                                ,"0219"
THkQtJvq25,Wyandotte Nation                   ,Wyandotte                               ,"0424"
iz7ntnDq25,Klamath Tribes                     ,Yahooskin                               ,"0458"
TaV5s67q25,Confederated Trbs&Bnd/Yakama Nation,Yakama                                  ,"0425"
"2Lt6fAJq25",Native Village of Yakutat          ,Yakutat                                 ,"0220"
Pe8ATLLq25,Redding Rancheria                  ,Yana                                    ,"0284"
VzdsjLHq25,Pascua Yaqui Tribe of Arizona      ,Yaqui                                   ,"0426"
QXVeQhXq25,Fort McDowell Yavapai Nation       ,Yavapai                                 ,"0459"
VhlijXTq25,Yavapai-Prescott Indian Tribe      ,Yavapai                                 ,"0459"
UUl4oQhq25,Yavapai-Apache Nation/CampVerde Ind,Yavapai                                 ,"0459"
KoNl7ENq25,Table Mountain Rancheria           ,Yokut                                   ,"0286"
Yihzsf9q25,Santa Rosa Ind Com/Santa RosaRanche,Yokut                                   ,"0286"
"2BBgOhjOwQ",Tejon Indian Tribe                 ,Yokut                                   ,"0286"
"4KtOA8gFht",Tejon Indian Tribe                 ,Yokut                                   ,"0286"
Yj0ACzHq25,Tule River Ind Trb/Tule River Res  ,Yokut                                   ,"0286"
Y7n0Zl1q25,Yomba Shoshone Tribe/Yomba Res     ,Yomba                                   ,"0460"
"37IeIDq37T",Round Valley Ind Trbs/RoundValleyRe,Yuki                                    ,"0287"
YjIKXJPq25,Yupiit of Andreafski               ,Yupiit                                  ,"0190"
dquttEBq25,Native Village of Scammon Bay      ,Yupik Eskimo                            ,"0468"
dqcjYu3q25,Native Village of Chuathbaluk (Russ,Yupik Eskimo                            ,"0468"
fMyN7RHq25,Pilot Station Traditional Village  ,Yupik Eskimo                            ,"0468"
hmhUdKhq25,Native Village of Saint Michael    ,Yupik Eskimo                            ,"0468"
igfJFL9q25,Native Village of Eek              ,Yupik Eskimo                            ,"0468"
izPyE7Lq25,Native Village of Ekuk             ,Yupik Eskimo                            ,"0468"
jad7rLbq25,Kokhanok Village                   ,Yupik Eskimo                            ,"0468"
i5kJwR1q25,Platinum Traditional Village       ,Yupik Eskimo                            ,"0468"
kWe6lcxq25,Umkumiut Native Village            ,Yupik Eskimo                            ,"0468"
jJLIWC3q25,Twin Hills Village                 ,Yupik Eskimo                            ,"0468"
ff8hRZDq25,Native Village of Diomede (Inalik) ,Yupik Eskimo                            ,"0468"
"7n8pypfq25",Native Village of Kwigillingok     ,Yupik Eskimo                            ,"0468"
"7o1Kxo3q25",South Naknek Village               ,Yupik Eskimo                            ,"0468"
"9uPSqH1q25",Native Village of Kwinhagak (Quinha,Yupik Eskimo                            ,"0468"
"7VYqJLzq25",Village of Aniak                   ,Yupik Eskimo                            ,"0468"
"6FVf0jzFkD",Curyung Tribal Council             ,Yupik Eskimo                            ,"0468"
"6sIWNqpq25",Native Village of Ekwok            ,Yupik Eskimo                            ,"0468"
elAspYlq25,Native Village of Nunam Iqua       ,Yupik Eskimo                            ,"0468"
Ao577xLq25,Emmonak Village                    ,Yupik Eskimo                            ,"0468"
BHFCDOtFkD,Chuloonawick Native Village        ,Yupik Eskimo                            ,"0468"
BPIGlBbq25,Chinik Eskimo Community (Golovin)2 ,Yupik Eskimo                            ,"0468"
BRLvyVHFkD,Assoc of Village Council Pres (2of2,Yupik Eskimo                            ,"0468"
BR3Gj8Nq25,Stebbins Community Association     ,Yupik Eskimo                            ,"0468"
B7Q6lNnq25,Native Village of Mekoryuk         ,Yupik Eskimo                            ,"0468"
